K_SGH,"V_SGHNAVN","K_FRADTO","D_TILDTO","C_SGHTYPE","C_INSTART","C_REGION","C_SORID","Region","Institution"
6006,"HORSENS SYGEHUS",1976-04-01,1977-12-31,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6006,"Horsens Sygehus",1978-01-01,2007-01-31,1,103,1082,6081000016005,"Midtjylland","Øvrige"
6006,"Regionshospitalet Horsens, Brædstrup og Odder",2007-02-01,2009-11-20,1,103,1082,6081000016005,"Midtjylland","Øvrige"
6006,"Regionshospitalet Horsens og Brædstrup",2009-11-21,2012-09-30,1,103,1082,6081000016005,"Midtjylland","Øvrige"
6006,"Regionshospitalet Horsens",2012-10-01,2500-01-01,1,103,1082,6081000016005,"Midtjylland","Øvrige"
6007,"KOLDING SYGEHUS",1976-04-01,1977-12-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
6007,"Kolding Sygehus",1978-01-01,2006-11-30,1,102,1083,6101000016001,"Syddanmark","Øvrige"
6007,"Fredericia og Kolding Sygehuse",2006-12-01,2017-01-11,1,102,1083,6101000016001,"Syddanmark","Øvrige"
6007,"Kolding Sygehus",2017-01-12,2500-01-01,1,102,1083,6101000016001,"Syddanmark","Øvrige"
6008,"Vejle Sygehus",1976-04-01,2500-01-01,1,102,1083,6101000016001,"Syddanmark","Øvrige"
6009,"VEJLE, SCT. MARIA HOSPITAL",1976-04-01,1977-12-31,1,119,1083,6101000016001,"Syddanmark","Øvrige"
6009,"Sct. Maria Hospital, Vejle",1978-01-01,2003-12-31,1,139,1083,6101000016001,"Syddanmark","Øvrige"
6009,"Sct. Maria Hospice Center",2004-01-01,2500-01-01,2,170,1083,6101000016001,"Syddanmark","Privat"
6010,"KOLDING, SCT. HEDVIGS HOSPITAL",1976-04-01,1976-12-31,NA,NA,1083,6101000016001,"Syddanmark",NA
6010,"Privathospitalet Mølholm",1995-10-11,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6011,"VEJLEFJORD, JYSK NERVESANATORI",1976-04-01,1977-12-31,2,124,1083,6101000016001,"Syddanmark","Privat"
6011,"VEJLEFJORD, JYSK NERVESANAT",1978-01-01,1990-12-31,2,121,1083,6101000016001,"Syddanmark","Privat"
6011,"Vejlefjord",1995-10-10,2009-04-23,2,161,1083,6101000016001,"Syddanmark","Privat"
6011,"Vejlefjord Neurorehabilitering",2009-04-24,2500-01-01,2,162,1083,6101000016001,"Syddanmark","Privat"
6013,"De Vestdanske Friklinikker, Give",2007-03-01,2011-09-30,1,111,1083,6101000016001,"Syddanmark","Øvrige"
6013,"Friklinikken Region Syddanmark (Give)",2011-10-01,2017-12-21,1,111,1083,6101000016001,"Syddanmark","Øvrige"
6013,"Friklinikken Region Syddanmark (Grindsted)",2017-12-22,2500-01-01,1,111,1083,6101000016001,"Syddanmark","Øvrige"
6014,"Friklinikken i Brædstrup",2001-01-01,2001-09-30,2,138,1082,6081000016005,"Midtjylland","Privat"
6014,"Friklinikken i Brædstrup",2001-10-01,2007-12-31,1,111,1082,6081000016005,"Midtjylland","Øvrige"
6014,"De Vestdanske Friklinikker, Brædstrup",2008-01-01,2011-11-19,1,111,1082,6081000016005,"Midtjylland","Øvrige"
6015,"Speciallægeklinikken i Vejle",2002-01-01,2008-09-30,2,161,1083,6101000016001,"Syddanmark","Privat"
6015,"Dronning Sophies Hospital/Kolding Privathospital",2008-10-01,2010-11-05,2,161,1083,6101000016001,"Syddanmark","Privat"
6016,"Kirurgisk Klinik, Horsens",2003-01-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
6017,"Arffmann's Plastikkirurgiske Klinik",2003-01-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
6018,"Øre-Næse-Halsklinikken i Horsens",2004-01-01,2018-02-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6019,"Horsens Fertilitetsklinik",2005-09-01,2012-02-18,2,161,1083,6101000016001,"Syddanmark","Privat"
6020,"Tværfagligt Smertecenter Vejlefjord",2006-12-01,2009-04-23,2,161,1083,6101000016001,"Syddanmark","Privat"
6020,"Allévia Tværfagligt Smertecenter APS",2009-04-24,2009-10-01,2,162,1083,6101000016001,"Syddanmark","Privat"
6020,"Allévia Tværfagligt Smertecenter ApS",2009-10-02,2014-06-30,2,161,1083,6101000016001,"Syddanmark","Privat"
6021,"Fertilitetsklinik IVF-Syd",2007-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6022,"PainCare - Tværfagligt Smertecenter",2008-05-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6023,"ScanSleep A/S, Søvnmedicinsk Klinik, Kolding",2008-09-01,2011-11-24,2,161,1083,6101000016001,"Syddanmark","Privat"
6024,"Specialhospitalet Akselholm",2009-05-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
6025,"Hudlæge Peter H. Andersen",2009-05-01,2010-04-24,2,161,1083,6101000016001,"Syddanmark","Privat"
6026,"Quattro clinic",2009-07-01,2011-01-27,2,161,1083,6101000016001,"Syddanmark","Privat"
6026,"Tereshospitalet Fredericia",2011-01-28,2011-01-28,2,161,1083,6101000016001,"Syddanmark","Privat"
6026,"Teres Hospitalet Fredericia",2011-01-29,2013-10-31,2,161,1083,6101000016001,"Syddanmark","Privat"
6027,"Østjysk Center for Smertebehandling ApS",2009-08-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
6028,"Klinik Kellers Park A/S",2009-12-01,2010-11-04,2,161,1083,6101000016001,"Syddanmark","Privat"
6030,"Hudlæge Peter Hundevadt Andersen",2010-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6031,"Øjenklinikken Valdemarsgade",2011-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6032,"Klinik for Øjenlågskirurgi, Vejle",2014-06-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
6033,"Klinik for Neurologi og Smerteterapi",2015-07-01,2015-12-31,2,161,1083,6101000016001,"Syddanmark","Privat"
6033,"CLINIDA Clinics",2016-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6034,"Jordemoder.dk",2016-07-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6035,"Aareknudeklinikken Vejle",2016-11-01,2018-10-17,2,161,1083,6101000016001,"Syddanmark","Privat"
6036,"Søvnexperten",2020-02-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6501,"Holstebro Centralsygehus",1976-04-01,2003-01-31,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6501,"Holstebro Sygehus",2003-02-01,2006-12-31,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6501,"Regionshospitalet Holstebro",2007-01-01,2012-07-18,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6502,"Herning Centralsygehus",1976-04-01,2003-01-31,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6502,"Herning Sygehus",2003-02-01,2006-12-31,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6502,"Regionshospitalet Herning",2007-01-01,2012-07-18,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6503,"TARM AMTSSYGEHUS",1976-04-01,1977-12-31,1,103,1082,6081000016005,"Midtjylland","Øvrige"
6503,"TARM AMTSSYGEHUS",1978-01-01,1986-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6503,"Tarm Sygehus",1987-01-01,2006-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6503,"Regionshospitalet Tarm",2007-01-01,2012-07-18,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6504,"RINGKØBING SYGEHUS",1976-04-01,1986-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6504,"Ringkøbing Sygehus",1987-01-01,2006-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6504,"Regionshospitalet Ringkøbing",2007-01-01,2012-07-18,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6505,"LEMVIG, AMTSSYGEHUSET I",1976-04-01,1986-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6505,"Lemvig Sygehus",1987-01-01,2006-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6505,"Regionshospitalet Lemvig",2007-01-01,2012-07-18,1,104,1082,6081000016005,"Midtjylland","Øvrige"
6506,"Hvidbjerg Amtssygehus",1976-04-01,2000-12-31,1,139,1082,6081000016005,"Midtjylland","Øvrige"
6507,"Psykiatrien i Ringkøbing Amt",1999-04-01,2006-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
6507,"Regionspsykiatrien i Herning og Holstebro",2007-01-01,2007-04-30,1,121,1082,6081000016005,"Midtjylland","Øvrige"
6507,"Psykiatrien & Børne- og Ungdomspsykiatrien i Region Midtjy.",2007-05-01,2007-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
6507,"Psyk. & BUC, RM Herning og Holstebro",2008-01-01,2011-12-13,1,121,1082,6081000016005,"Midtjylland","Øvrige"
6510,"Privathospitalet Dalgas",2001-03-01,2007-03-31,2,161,1082,6081000016005,"Midtjylland","Privat"
6510,"Danske Privathospitaler",2007-04-01,2010-02-09,2,161,1082,6081000016005,"Midtjylland","Privat"
6510,"Aleris Privathospitaler",2010-02-10,2014-01-31,2,161,1082,6081000016005,"Midtjylland","Privat"
6511,"Øjenlæge Peter Jacobsen",2002-01-01,2017-10-31,2,161,1082,6081000016005,"Midtjylland","Privat"
6512,"Ortopædkirurgisk Klinik, Privathospitalet Dalgas, Århus",2004-01-01,2005-09-30,2,161,1082,6081000016005,"Midtjylland","Privat"
6512,"Privathospitalet Dalgas, Århus",2005-10-01,2006-04-30,2,161,1082,6081000016005,"Midtjylland","Privat"
6513,"Speciallægeklinikken for ortopædisk Kirurgi",2005-06-01,2020-03-05,2,161,1082,6081000016005,"Midtjylland","Privat"
6514,"Kirurgisk Klinik Vestjylland",2006-01-01,2020-03-05,2,161,1082,6081000016005,"Midtjylland","Privat"
6515,"Anker Fjord Hospice",2006-07-01,2500-01-01,2,170,1082,6081000016005,"Midtjylland","Privat"
6516,"Midtjyske Øjenklinik",2007-07-01,2012-06-02,2,161,1082,6081000016005,"Midtjylland","Privat"
6517,"JK Øjenkirurgi",2007-11-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
6518,"Øjenlæge Christian Lahrmann",2010-06-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
6600,"Psykiatrien Region Midtjylland",2009-01-01,2500-01-01,1,121,1082,6081000016005,"Midtjylland","Øvrige"
6605,"Ganespalteafdelingen, IKH",2020-01-01,2500-01-01,1,141,1082,6081000016005,"Midtjylland","Øvrige"
6610,"Præhospitalet",2011-05-01,2500-01-01,1,141,1082,6081000016005,"Midtjylland","Øvrige"
6615,"Hospitalsapoteket Region Midtjylland",2020-01-01,2500-01-01,1,141,1082,6081000016005,"Midtjylland","Øvrige"
6620,"Aarhus Universitetshospital",2010-01-01,2500-01-01,1,101,1082,6081000016005,"Midtjylland","Øvrige"
6630,"Hospitalsenhed Midt",2012-01-01,2500-01-01,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6640,"Regionshospitalet Gødstrup",2018-01-01,2500-01-01,1,102,1082,6081000016005,"Midtjylland","Øvrige"
6650,"Hospitalsenheden Vest",2010-03-01,2500-01-01,1,102,1082,6081000016005,"Midtjylland","Øvrige"
7002,"SILKEBORG CENTRALSYGEHUS",1976-04-01,1977-12-31,1,102,1082,6081000016005,"Midtjylland","Øvrige"
7002,"Silkeborg Centralsygehus",1978-01-01,2007-05-31,1,103,1082,6081000016005,"Midtjylland","Øvrige"
7002,"Regionshospitalet Silkeborg",2007-06-01,2013-08-31,1,103,1082,6081000016005,"Midtjylland","Øvrige"
7003,"Århus Kommunehospital",1976-04-01,2004-03-31,1,101,1082,6081000016005,"Midtjylland","Øvrige"
7003,"Århus Sygehus",2004-04-01,2013-03-08,1,101,1082,6081000016005,"Midtjylland","Øvrige"
7004,"Århus Amtssygehus",1976-04-01,2013-02-16,1,101,1082,6081000016005,"Midtjylland","Øvrige"
7005,"Randers Centralsygehus",1976-04-01,2007-03-31,1,102,1082,6081000016005,"Midtjylland","Øvrige"
7005,"Regionshospitalet Randers",2007-04-01,2500-01-01,1,102,1082,6081000016005,"Midtjylland","Øvrige"
7006,"SKANDERBORG SYGEHUS",1976-04-01,1977-12-31,1,103,1082,6081000016005,"Midtjylland","Øvrige"
7006,"SKANDERBORG SYGEHUS",1978-01-01,1988-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7007,"ÅRHUS, MARSELISBORG HOSPITAL",1976-04-01,1977-12-31,1,103,1082,6081000016005,"Midtjylland","Øvrige"
7007,"ÅRHUS, MARSELISBORG HOSPITAL",1978-01-01,1990-11-21,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7007,"ÅRHUS, MARSELISBORG HOSPITAL",1990-11-22,1992-12-31,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7007,"Marselisborg Hospital",1993-01-01,2003-12-31,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7008,"ODDER SYGEHUS",1976-04-01,1977-12-31,1,103,1082,6081000016005,"Midtjylland","Øvrige"
7008,"Odder Centralsygehus",1978-01-01,2003-04-30,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7008,"Odder Sygehus",2003-05-01,2007-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7009,"GRENÅ SYGEHUS",1976-04-01,1977-12-31,1,103,1082,6081000016005,"Midtjylland","Øvrige"
7009,"Grenaa Centralsygehus",1978-01-01,2003-10-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7009,"Grenaa Sygehus",2003-11-01,2007-03-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7009,"Regionshospitalet Grenaa",2007-04-01,2012-06-02,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7010,"HAMMEL NEUROCENTER",1976-04-01,1977-12-31,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7010,"HAMMEL NEUROCENTER",1978-01-01,1999-07-31,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7010,"Hammel Neurocenter",1999-08-01,2007-05-31,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7010,"Regionshospitalet Hammel Neurocenter",2007-06-01,2013-08-31,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7011,"ØRSTED SYGEHUS",1976-04-01,1977-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7011,"ØRSTED SYGEHUS",1978-01-01,1984-12-31,1,105,1082,6081000016005,"Midtjylland","Øvrige"
7012,"EBELTOFT SYGEHUS",1976-04-01,1977-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7012,"EBELTOFT SYGEHUS",1978-01-01,1988-12-31,1,105,1082,6081000016005,"Midtjylland","Øvrige"
7013,"TRANEBJERG SYGEHUS",1976-04-01,1977-12-31,1,104,1082,6081000016005,"Midtjylland","Øvrige"
7013,"Samsø Syge- og sundhedshus",1978-01-01,2013-06-30,1,105,1082,6081000016005,"Midtjylland","Øvrige"
7013,"Samsø Sundheds- og Akuthus",2013-07-01,2500-01-01,1,105,1082,6081000016005,"Midtjylland","Øvrige"
7014,"ÅRHUS, ORTOPÆDISK HOSPITAL",1976-04-01,1977-12-31,1,119,1082,6081000016005,"Midtjylland","Øvrige"
7014,"ÅRHUS, ORTOPÆDISK HOSPITAL",1978-01-01,1989-12-31,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7016,"Psykiatrien i Århus Amt",1976-04-01,2007-04-30,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7016,"Psykiatrien & Børne- og Ungdomspsykiatrien i Region Midtjyl.",2007-05-01,2007-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7016,"Psyk. RM, Rissk/Ran/Silk/Skand.",2008-01-01,2009-09-30,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7016,"Psyk. RM, Risskov/Rand/Silk.",2009-10-01,2012-12-06,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7018,"Hans Jansens Hjem, Gigtsanatorium",1976-04-01,2010-06-16,2,150,1082,6081000016005,"Midtjylland","Privat"
7018,"Center for sundhed og træning Århus",2010-06-17,2014-07-01,2,150,1082,6081000016005,"Midtjylland","Privat"
7019,"Egå, Blåkorshjemmet Egåhus",1976-04-01,2009-02-28,2,180,1082,6081000016005,"Midtjylland","Privat"
7019,"Egå, Blåkorshjemmet Egåhus",2009-03-01,2020-03-05,2,162,1082,6081000016005,"Midtjylland","Privat"
7020,"ÅRHUS, SCT. JOSEPHS HOSPITAL",1977-01-01,1977-12-31,1,139,1082,6081000016005,"Midtjylland","Øvrige"
7020,"ÅRHUS, SCT. JOSEPHS HOSPITAL",1978-01-01,1986-12-31,1,106,1082,6081000016005,"Midtjylland","Øvrige"
7021,"BEHANDLINGSINSTITUTTET, RY",1981-01-01,1982-12-31,2,132,1082,6081000016005,"Midtjylland","Privat"
7021,"Sclerosehospitalet i Ry",1983-01-01,2009-10-17,2,151,1082,6081000016005,"Midtjylland","Privat"
7022,"EBELTOFT, RÅMOSEGÅRD PLEJEHJEM",1982-01-01,1986-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7023,"RANDERS PLEJEHJEM",1982-01-01,1986-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7024,"GRENÅ, DALSTRUP PLEJEHJEM",1982-01-01,1986-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7025,"NEUROSEKLINIKKEN I ØRSTED",1984-01-01,1996-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7026,"SKEJBY SYGEHUS",1985-01-01,1986-12-31,1,101,1082,6081000016005,"Midtjylland","Øvrige"
7026,"SKEJBY SYGEHUS",1989-01-01,1990-12-31,1,101,1082,6081000016005,"Midtjylland","Øvrige"
7026,"Skejby Sygehus",1991-01-01,2007-05-31,1,101,1082,6081000016005,"Midtjylland","Øvrige"
7026,"Universitetshospital, Skejby",2007-06-01,2007-09-30,1,101,1082,6081000016005,"Midtjylland","Øvrige"
7026,"Århus Universitetshospital, Skejby",2007-10-01,2013-02-16,1,101,1082,6081000016005,"Midtjylland","Øvrige"
7028,"Børne- og Ungdomspsyk. Hosp.",1995-01-01,2007-04-30,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7028,"Psykiatrien & Børne- og Ungdomspsykiatrien i Region Midtjyl.",2007-05-01,2007-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7028,"BUC i RM, Risskov",2008-01-01,2012-08-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
7029,"Plastikkirurgisk Klinik",1995-10-11,2010-01-20,2,161,1082,6081000016005,"Midtjylland","Privat"
7030,"Dan Clinic",1995-10-11,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7031,"Grymer Plastikkirurgisk Klinik",1995-10-11,2008-05-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7031,"Grymer Privathospital Skejby I/S",2008-06-01,2012-03-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7032,"Muskelsvindfondens Center",1995-10-10,2009-11-19,2,161,1082,6081000016005,"Midtjylland","Privat"
7032,"RehabiliteringsCenter for Muskelsvind",2009-11-20,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7033,"Ciconia, Århus Privathospital",2002-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7034,"Århus øjenklinik",2002-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7035,"Endoskopiklinikken Århus A/S",2002-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7036,"Øjenklinikken Sct. Clemens",2002-01-01,2011-03-24,2,161,1082,6081000016005,"Midtjylland","Privat"
7037,"Bellevues Ortopædkirurgiske Klinik",2002-01-01,2011-03-29,2,161,1082,6081000016005,"Midtjylland","Privat"
7039,"Øre-, næse-, halslæge Luisa Grymer",2002-01-01,2020-03-05,2,161,1082,6081000016005,"Midtjylland","Privat"
7040,"Øjenklinikken Finn Eisgart",2002-01-01,2020-03-05,2,161,1082,6081000016005,"Midtjylland","Privat"
7041,"Ortopædkirurgisk Klinik v/Bent Niedermann",2002-01-01,2011-03-30,2,161,1082,6081000016005,"Midtjylland","Privat"
7042,"Århus Speciallægecenter",2002-01-01,2009-02-28,2,161,1082,6081000016005,"Midtjylland","Privat"
7042,"AROS Privathospital",2009-03-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7043,"Kirurgisk Klinik Århus",2002-01-01,2020-03-05,2,161,1082,6081000016005,"Midtjylland","Privat"
7046,"Odder Øjenklinik ved Lene Hansen",2002-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7047,"Øjenlæge Torben Sørensen",2002-01-01,2017-04-30,2,161,1082,6081000016005,"Midtjylland","Privat"
7048,"Hospice Søholm",2002-01-01,2500-01-01,2,170,1082,6081000016005,"Midtjylland","Privat"
7051,"Kirurgisk Urologisk Klinik",2004-01-01,2012-03-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7052,"Øre-, næse-og halslæge Klaus Juul Jensen",2004-01-01,2020-02-29,2,161,1082,6081000016005,"Midtjylland","Privat"
7053,"Lungemedicinsk og Allergologisk klinik",2004-05-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7054,"Prismet Kirurgisk klinik",2004-05-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7055,"Prismet Plastikkirurgisk klinik",2004-05-01,2012-09-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7056,"Prismet Gynækologisk klinik",2004-05-01,2010-07-12,2,161,1082,6081000016005,"Midtjylland","Privat"
7056,"Kosmetisk Klinik, Prismet",2010-07-13,2015-08-15,2,161,1082,6081000016005,"Midtjylland","Privat"
7057,"Aagaard Gynækologiske Klinik",2004-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7058,"Spec.lægerne Plastikkirurgisk Klinik, Århus",2004-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7059,"Røntgenklinikken, Morten Børups Gade",2004-01-01,2017-04-24,2,161,1082,6081000016005,"Midtjylland","Privat"
7059,"RøntgenKlinikken Aarhus",2017-04-25,2018-02-28,2,161,1082,6081000016005,"Midtjylland","Privat"
7060,"Retsmedicinsk Institut, Århus",2000-01-01,2500-01-01,3,139,1082,6081000016005,"Midtjylland",NA
7061,"Tandlægehøjskolen, Århus",2000-01-01,2500-01-01,3,139,1082,6081000016005,"Midtjylland",NA
7062,"Århus Gigtklinik",2004-01-01,2015-02-28,2,161,1082,6081000016005,"Midtjylland","Privat"
7062,"Aarhus Speciallægeklinik I/S",2015-03-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7063,"Kirurgisk Klinik, Grenå",2004-01-01,2012-04-28,2,161,1082,6081000016005,"Midtjylland","Privat"
7064,"Søvn og respirationscenter c/o Grymer Privathospital",2004-04-01,2012-02-18,2,161,1082,6081000016005,"Midtjylland","Privat"
7065,"Århus MR-klinik",2004-09-01,2018-03-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7066,"Århus Lasercenter",2004-11-01,2015-08-13,2,161,1082,6081000016005,"Midtjylland","Privat"
7067,"Grymer Privathospital Skejby ApS",2004-06-01,2008-05-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7068,"Hud- og Laserklinikken i Randers",2005-01-01,2020-03-05,2,161,1082,6081000016005,"Midtjylland","Privat"
7069,"OPA Ortopædisk Privathospital Aarhus",2005-04-01,2017-12-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7070,"MARSELISBORG HOSPITAL - 2",1991-05-16,1991-08-14,1,111,1082,6081000016005,"Midtjylland","Øvrige"
7071,"ScanSleep A/S, Søvnmedicinsk Klinik, Århus",2005-01-01,2014-10-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7072,"Horsens Øjenklinik",2005-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7073,"Stadionklinikken, Atletion, Århus",2005-02-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7074,"Maigaard Fertilitetsklinik",2005-09-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7075,"Allergi og Lungeklinikken",2006-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7076,"Øjenlæge Peter Thornval",2006-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7077,"Mammaklinikken Århus",2006-06-01,2014-01-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7078,"Klinikken Livet ApS",2006-07-01,2020-03-05,2,161,1082,6081000016005,"Midtjylland","Privat"
7079,"Diers Klinik",2006-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7080,"eira Privathospitalet Skejby",2007-05-01,2011-06-22,2,161,1082,6081000016005,"Midtjylland","Privat"
7081,"Kvindeklinik Papirfabrikken v. Britt Ljungström",2007-04-01,2020-03-07,2,161,1082,6081000016005,"Midtjylland","Privat"
7082,"Hospice Djursland",2007-11-01,2500-01-01,2,170,1082,6081000016005,"Midtjylland","Privat"
7083,"Speciallægeklinik i Dermato-venerologi, Århus",2007-10-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7084,"Randers Øjenklinik",2007-11-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7085,"Hjertemedicinsk speciallægeklinik",2008-01-01,2012-05-02,2,161,1082,6081000016005,"Midtjylland","Privat"
7086,"Øjenlægepraksis v/Kristian Næser",2008-01-01,2012-03-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7087,"Aarhus Hjerteklinik v/Inger Sihm",2008-04-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7089,"Misbrugspsykiatrisk Klinik",2010-03-01,2500-01-01,2,162,1082,6081000016005,"Midtjylland","Privat"
7090,"CT-klinikken A/S Science Center Skejby",2008-05-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7091,"Erik la Cour, Speciallæge i kardiologi",2008-06-01,2020-03-07,2,161,1082,6081000016005,"Midtjylland","Privat"
7092,"Allergi- og lungeklinikken, Århus",2008-06-01,2017-10-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7093,"Psykiatrisk klinik for Børn & Unge",2008-11-01,2500-01-01,2,162,1082,6081000016005,"Midtjylland","Privat"
7094,"WebXray",2010-03-03,2020-03-07,2,161,1082,6081000016005,"Midtjylland","Privat"
7095,"Øjenklinikken Skt Clemens",2010-05-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7096,"Øjenklinikken Aros",2011-01-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7097,"Cutanea Aarhus Hudlægecenter",2011-08-01,2017-05-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7097,"Cutanea Privathospital",2017-06-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7098,"Aareknudeklinikken, Aarhus",2011-12-01,2500-01-01,2,161,1082,6081000016005,"Midtjylland","Privat"
7099,"Grymer Privathospital ApS",2012-01-01,2013-10-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7099,"Teres Hospitalet Aarhus",2013-11-01,2016-10-31,2,161,1082,6081000016005,"Midtjylland","Privat"
7100,"Speciallægerne Egander Grøn",2012-05-01,2020-03-07,2,162,1082,6081000016005,"Midtjylland","Privat"
7101,"MR Scanning Aarhus ApS",2012-10-01,2017-06-30,2,161,1082,6081000016005,"Midtjylland","Privat"
